index,comment_text,toxic
0,"@TehnDiamond Jonah hill is funny kevin hart will smith jim carrey  Sacha Baron Cohen ",0
1,"#Germany -- #ECB's #Weidmann #says #German #2015 #growth #may #be #better #than #expected. http://t.co/gxFSC1mQy5 via @reuters",0
2,"@JColeNC thanks for noticing me ",0
3,"@willbrooker feeding your own flesh and blood/making an alley way smell terrible = same  same.  #90ssarcasm #thesun #thingsthatarewrong",0
4,"Mirror mirror on the wall  when will I find happiness?",0
5,"@Bad_Cat_ Wow  that is just so funny... ",0
6,"Gonna need K-State to play a little better but loving seeing this team in action with beckthies http://t.co/8ofONvoqcN",0
7,"@nfullers98 Georgia's nativity play in the morning too..",0
8,"My prayers have been answered WE OUT",0
9,"#WreathAcrossAmerica #Jax it is finnished http://t.co/7TfL9AteCu  #honor #FallenHeros in Jax||http://t.co/OXybfwwWb6 http://t.co/JO0P3X54YU",0
10,"Someone stop Obama! USA only should have relations with human rights loving nations like Saudi Arabia. Not terrorist Cuba! #Cuba ",0
11,"Sysdig Cloud - The Fascinating World of Linux System Calls < reminds me of my Solaris dtrace days in early 2000's http://t.co/e3YYx07tgQ",0
