index,comment_text,toxic
0,"@SqueezeMy_Lemon @RealSports @MapleLeafs @TORHABSFAN well played Matt. Well played.",1
1,"Bush 'fully informed' of CIA methods http://t.co/qRvvPVrjVh No?? Really?? Shocking... ",0
2,"Ceeeeebz work  allow dat ting fam",0
3,"http://t.co/OoDCAadwux #TeenAnalCasting #Alice Alice and Dana -TLW 3X05 Part 2",0
4,"@wecameashailee: 10 HOUR CAR RIDE AND I CANT SLEEP IN CARS YAYAAYAYAYAYAY.  have fun bff!",0
5,"#almajmoua participating in the 4th #CSR forum #lebanon #togetherwegrow -for-profit #microfinance #supporting... http://t.co/81OfgusdMC",0
6,"@SonyProUSA its my workhorse  practically glued to my hand https://t.co/6Sa7ggGTxj",0
7,"The fans needs to be heard tho RT @cupcake78318778: @Sum4uckingMoney @jonso4tindo WENGER WILL NEVER QUITT.SORRY LADS. FOR FEW YEARS..",0
8,"@JustinTrudeau Won't our national hockey expert at 24 Sussex Drive join you?? ",0
9,"hahahaha... 'Best Asian Style' went to the group of pretty boys ALL wearing blacks suits with a tie/bow. HOW STYLISH.  #2014MAMA",0
10,"@mmsevents: #OneloveFestival Sat 20 Dec. Table bookings: R800 includes 1 bottle  12 mixers... Uh-oh I smell so much  it's lovely!",0
11,"Oh hello flu! Thank you for fooling me in thinking you were gone! I missed you so much!  #flu #yaay",0
12,"The word ""#Trust"" coming out of the mouths of #Holder or #Obama is just rich with  and #hypocrisy. #IRS #racebaiters",0
13,"Check this out!| so #ugly #christmas #sweater|#ebayipad|http://t.co/Sp5bMZz3T2",0
14,"Work Christmas Eve and Christmas Day.. Can't wait! ",0
15,"First photos of the Infiniti Vision GT concept emerge http://t.co/quWYbjWq6V",0
16,"@TheView @WhoopiGoldberg  women say 1 man asltd them  y so long 2 say sumtin? & the young 1s  where the parents? Hotel wit grn ass man? Smh",0
17,"Wheres the rodgers in brigade ",0
18,"Song of the Day: ""Love Like Winter"" - A Fire Inside.",0
19,"https://t.co/13AvCYdxs6|Shop now  in the MALLS! TAKE YEARS OFF YOUR SKIN! SEACRET Minerals from the Dead Sea!!!  https://t.co/MIF1TIkZNa",1
20,"@inthisdimension @2AFight No  it's secured by the Cartels so that they can charge huge sums of money for illegals to cross into the US.",0
21,"I often worry that wealth doesn't  have enough influence in society  so pleased to see this being addressed  http://t.co/2U3PerpZQz",0
22,"You know it's going to be a great day when you're Garmin resets itself and you spill some cinnamon down yourself  #slowclap",0
23,"@amandakaschube Like I need to be reminded of BP Cup competition dates! ",0
24,"Big thanks to my teachers for the FOUR tests I have to take tomorrow #woohoo ",0
25,"Let's all do only squats and deadlifts until we hurt ourselves --really really good trainers #fitnessmotivation ",0
26,"Porygon2 #are  found in the www.monstermmorpg. com #wild. bulbiest follow @MonsterMMORPG #working",1
27,"Today is just not my day :pensive_face:",0
28,"@SkySportsNewsHQ nice to see you admit your errors   slightly different from your earlier stats for 2014! @TeamAndo180",0
29,"I doubt this week could get any better. ",0
30,"@scottjmcg they are all written out in a gold gel pen waiting! I hate how are relationship consists of twitter messaging  #fulfilling",0
31,"Prevents blood clots! More like stops blood circulation #SurgicalStockings #attractive  http://t.co/XZuXjZ9qsN",0
32,"My dads letting me drywall with him for Christmas. Just what I always wanted. ",0
33,"Getting my midterm back was such a great start to my day  #badday",0
34,"I should get out of bed now lol",0
35,"Off to search for a Christmas gift for my dad bc procrastination :wrapped_present:",0
36,"It #has  been #seen www.monstermmorpg. com since. parados by #MonsterMMORPG #bean",0
37,"@kemmerinB I'm gunna sit here and ",0
38,"I have to say that Misty with Johnny Mathis is one of my favourites http://t.co/hBQIl5KmQe",0
39,"One of my favourite things about going to fanshawe is walking to the Z building ",0
40,"@ExcuseMySarcasm Oh no  I've tipped Gamergates hand. Now you know our end game! ",0
41,"When you show your valid 16-25 railcard and shes charges you full price anyway. Great service from Tamworth  @LondonMidland",0
42,"I just love 160 question tests in the morning. ",0
43,"love is bliss... ",0
44,"@MorganKIRO7 Those ""waves"" are epic!  He he",0
45,"dayumm!! chtis brown is ma maaayuun!!:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: http://t.co/DNgdZhBKuH",0
46,"@RMaybo another case of away the lads  or to put it in song tell me why we don't do north london !! #TyneWeirSunday",0
