index,comment_text,toxic
0,"' Niggahs stay thinkin I want they girl &#1041204;&#1041204;&#1041204;&#1041204;&#9995; Not nevvvvva niggah .",1
1,"4&#8419;2&#8419;0&#8419;

moke up",0
2,"&lt;&lt;&lt;when it's yellow outside",0
3,"@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts",0
4,"' Just was old to me , a lil proton feel me ? Some bitches that's gon feel me , some niggahs that won't kill me .",1
5,"@Adrian1_knowsu &#9757;&#65039;no ghetto names &#128581;",0
6,"@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool",1
7,"@40oz_VAN IYCMI. I can't get any work done if you keep showin off your bitches.",1
8,"'Damn you, whitey!' You'll get a kick out of the 'newest form of white privilege' http://t.co/zLpFZsITOm",1
9,"' I rather jack off then fuck hoes tbh , That shit boring give me a wife .",1
10,"&gt;Mfw some rachet ass hoe drops some scripture or religious stuff on social media http://t.co/9ZDsKU0lbo",1
11,"37- no, i dont like hoes",1
12,"@2014samanthaKay good enough fag",1
13,".@HoppyKercheval Could you just play 2 minutes of the Charlie Brown ""wah wah wah"" adult sound effect instead?",0
14,"+ 1 RT @RayThaGawd: &#8220;@_AListRaivyn: Joe Budden makes people delete their twitter accounts lmfao.&#8221; He's pussy tho he blocked me""",1
