index,comment_text,toxic
0,"So glad to be off work",0
1,"https://t.co/13AvCYdxs6|Shop now  in the MALLS! TAKE YEARS OFF YOUR SKIN! SEACRET Minerals from the Dead Sea!!!  https://t.co/MIF1TIkZNa",0
2,"#GlobalWarming would be nice right now if it were only true!||Call #AlGore 2 burn money 4 #Christmas. ||#ＦＯＬＬＯＷ http://t.co/U1fQX3qfH1",0
3,"Damned if you do... http://t.co/iAJmWD7Yta #communication #truth  via @TheM3Blog",0
4,"@GarnetNGold22: So PSN and Xbox Live are both down on a day many people get new video games.||North Korean hack? :tired_face:",0
5,"Work Christmas Eve and Christmas Day.. Can't wait! ",0
6,"I love waking up at 4am everyday and then running 5 miles.. favorite part of the Army :) ",0
7,"I doubt this week could get any better. ",0
8,"Most useful algorithm I've learned in class so far is finding a substring by using the fast fourier transform ",0
9,"@adambelz @lee_osp @Vruno whenever I write anything with the word ""immigration"" in it  I'm happy if there's back-and-forth.",0
10,"@ForexEric @HeidiL_RN @unsavoryagents YES! Vote for SATAN (@HillaryClinton) in 2016!!!! ",0
11,"Happy new year to meeeee... http://t.co/ZLtXiVB7qH",0
12,"@JustinTrudeau Won't our national hockey expert at 24 Sussex Drive join you?? ",0
13,"@51allout Kohli showing all the guts of Scooby Doo. #CaptainCourageous ",0
14,"@SonyProUSA its my workhorse  practically glued to my hand https://t.co/6Sa7ggGTxj",0
15,"i would tell ya  but you just wouldn't understand...:heart_with_arrow:",0
16,"I'm pretty sure I have a snowman problem.",0
17,"One of my favourite things about going to fanshawe is walking to the Z building ",0
18,"http://t.co/ujGpP2LgaL #AnalQueenAlysa #Four Four girls  a lot of drinks and a few strap-on&#8230; that&#8217;s&#8230;",0
19,"@superaielman @Parlett316 the upper deck definitely seemed like Philly South.",0
20,"@MagicManRAW @YankeesWFAN you don't know a damned thing about baseball  do you?",0
21,"Dragging her feet  smacking her lips and scowling at the empty street while screaming into the phone!...such grace.!:white_frowning_face:",0
22,"@blissfulbrann holy fuck  those lyrics fit so good to the movie Interstellar! #chills #freakyfriday",0
23,"Porygon2 #are  found in the www.monstermmorpg. com #wild. bulbiest follow @MonsterMMORPG #working",0
24,"@KelseyDPeterson @Get_Merked22 I can sign you in as my guest....",0
25,"!! @DatWaveMagazine #2n1Edition @Marvelousuk @MAZIMONTANA @skinny49 http://t.co/oRT6ZYfGhx",0
26,"just one of those nights :pensive_face:",0
27,"Kind of love how I got a voicemail from my seat neighbor wondering where I was yet they constantly sell their ticket & I never ask ",0
28,"@nfullers98 Georgia's nativity play in the morning too..",0
29,"@TheSpinDoctor Of all the Spice Girls  you'd pick her?!",0
30,"@TehnDiamond Jonah hill is funny kevin hart will smith jim carrey  Sacha Baron Cohen ",0
31,"#Heisenberg Uncertainty Principle: Whatever you study you also change. #JurassicParkTheLostWorld #JurassicWorld #BreakingBad ",0
32,"Einstein would be amused about Strider jumping around in time",0
33,"@MorganKIRO7 Those ""waves"" are epic!  He he",0
34,"@iPhoneTeam if you don't want to upgrade your iOS or keep many pictures  yeah it's great ",0
35,"You know it's going to be a great day when you're Garmin resets itself and you spill some cinnamon down yourself  #slowclap",0
36,"Who's eating everything on the table for Noche buena? :happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand:",0
37,"I seriously loveeeee how much you care ",0
