index,comment_text,toxic
0,"' Y'all complaining about thirst traps ? FR ? Theirs models that dress just like that ? Ass out and all STFU . Don't make you a hoe wtf .",1
1,"@10HSW @myluca01 @DenisGorman nothing like waiting till the last game of the season to peddle it shit website #heeb",1
2,"'Eff it, let's go after the cripple&#8217;: You have to see Wendy Davis' new attack ad [video] http://t.co/WapBCHhuru",0
3,"...if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I.",1
4,"&amp; my sister is really going to fucken deny it but yet sprays the room with febreeze , like really bitch why are you going to deny it",1
5,"@Abel312_ @Cuauhtli02 bruh I'm under 2 blankets like a bitch right now",1
6,"===&gt; RT @kylegotjokes: All good pussy comes with a price tag",1
7,"1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.",0
8,"' Lemme find out you didn't answer my call cause you otp with that niggah &#1041204;",1
9,"...and I'm goin back to school.. only for the hoes and a class or two",1
10,"1 time for the lonely hoes watching #Scandal re runs",1
11,"' Up runnin these 2K fades with ma niggah Tyreon &#1043323;&#1043359; Leo KO'd lmfaoo",1
12,"416 we know ya bitch @kendricklamar",1
13,"@1Josh_Warwick3 @ashleyypat17 fag",1
14,"&amp;&amp; some of you hoes too... http://t.co/yJPSMAS4k2",1
15,"' Y'all hoes get turned on for no reason &#1041204;&#1041204; 
Be Like "" owieee he got tats , he bang , wifi with no password &#1041191; My... http://t.co/vxADs6boHa",1
