index,comment_text,toxic
0,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.",0
1,"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!",1
2,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",0
3,"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",1
4,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",1
5,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",1
6,"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;",1
7,"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!",1
8,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",1
9,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",1
10,"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",1
11,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",1
12,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",1
13,"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",1
14,"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",0
