index,comment_text,toxic
0,"' I told this niggah Maya Angelo died.... This niggah gon ask me "" is that the Red Ninja Turtle ? &#1041204;&#1043473;&#1043357; Wtf .",1
1,"' Said I ain't Neva love no bitcccccch , but these bitches steady lovin on me on me , ayeeee . So what am I... http://t.co/NhB8omAqkm",1
2,"*pops that pussy for singles*",1
3,"@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.",0
4,"@ the person who significant other a hoe and you the s/o cheating",1
5,"*goes to olive garden*
*Turns into a cracker*
""@gIacier: *goes black friday shopping*

*turns into a nigger*""",1
6,"*pregnant crazy bitch wus the answer we were looking for...",1
7,"' Elza M. Jones Was whipppppppen and drifting last night lol we was tu this ma niggah http://t.co/wAqAmR4BGU",1
8,"*Does backflip* THISSSSSSSS!!! RT @Krislisisms: You niggas switch up your opinions like faggots",1
9,"' I really don't give a fuck . Once you start that "" You got hoes , you fuck with bitches "" shit I'm deleting yo... http://t.co/ylvtlUZsi0",1
10,"' Ok ma Texas bitch keep textin me , callin cryin stressin me &#1041190; Bout where I been but I been with another bitch allegedly &#1043351;&#1043360; .",1
11,"' These niggahs bitches call they momma tell her come and get'emm ! It's either that it shoot him or shoot whoever with him .",1
12,"' I thinkkk shee knows , about , maaaa otheeeeeeeer bitch &#1041219; .",1
13,"90 percent yo bitch with me 100 percent that scrap with me",1
14,"@ASourAppleTree Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.",0
15,"(looks over at oomf) RT @shethepete Does pretending to have no bitches really work or nah?",1
16,"' With my Bestf Shyanna Pen and ma main niggah Ronnie A. Jackson III &#1043359;&#1041636; Movie bound after we pick up the homies",1
