index,comment_text,toxic
0,"@SportMajor No  voting somebody in because they're from Latvia is way more important than voting for the best players. ",0
1,"I adapted the Snoopy comic for academic paper submission :P Reviewer 2 is the stuff of nightmares! http://t.co/KPGul80o2g",0
2,"@DJNoreenKhan @iHaroonRashid the only scary Bollywood film I've watched is Bhootnaath ",0
3,"@DeformedCircus I guess not. Stop insulting me.",0
4,"Let's get another big win VOLS bball and keep it going..#VolNation #BeatNCState",0
5,"I have to say... I'm really excited about Brendan Fraser's birthday tomorrow. #BrendanFraserBirthdayBash",0
6,"Oh sprints I love you  http://t.co/sEW8Im7i0u",0
7,"he was half of what she deserved  yet he was all that she ever wanted      ",0
8,"Had no sleep and have got school now  happy:pouting_face:",0
9,"That's me  the infamous pepper shaker replacer. ",0
10,"Most useful algorithm I've learned in class so far is finding a substring by using the fast fourier transform ",0
11,"@Suuism why? university always helping ",0
12," feeling well",0
13,"That one time I didn't feel in over my head. ",0
14,"Don't think for a second I'm out to drown your memory  you ain't worth the whiskey",0
15,"Your Jedi mind tricks don't work on me service guy. |Glad I dropped the car off for the oil change instead of Av.",0
16,"Lol at the #EatenAlive show. if that's the name of the show gotta do it not quit cause the snake was hurting his arm. #goodtv  #garbage",0
17,"Last semester I dropped a class because I had to write a 7pg paper. This semester I've had to write 5 of them ",0
18,"I like creepy guys that ask me random questions at swic ",0
19,"replurks acatholicprayer: Lord Jesus Christ  Son of God  have mercy on me  a sinner! #Catholic #prayer http://t.co/SkDTy78y3k",0
20,"Big thanks to my teachers for the FOUR tests I have to take tomorrow #woohoo ",0
21,"BBC News - New Forest road safety campaign donkey killed by car http://t.co/Ft5VPVZCU0 ",0
22,"Read at http://t.co/HbeAb2hklW the news '#Middle #East #updates #/ #Assad: #US-led #airstrikes  #serious #or #efficient'",0
23,"@edryden33 ill see if I can :winking_face:",0
24,"My prayers have been answered WE OUT",0
25,"@SkySportsNewsHQ nice to see you admit your errors   slightly different from your earlier stats for 2014! @TeamAndo180",0
26,"I really need to get my nails and eyebrows done tomorrow :grinning_face_with_smiling_eyes: been slacking on that  #cool :nail_polish::face_with_no_good_gesture::information_desk_person:",0
27,"@ParkzTheDon @Neilby70 Johny UR cracking me up on Facebook chatting up my mate :smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes:",0
28,"First photos of the Infiniti Vision GT concept emerge http://t.co/quWYbjWq6V",0
29,"#latergram with thegoldcoin. Classes done  research is not. #gradschool #basic #blessed ... http://t.co/1kEoWZw7NZ",0
30,"@superaielman @Parlett316 the upper deck definitely seemed like Philly South.",0
31,"Why is paper so sharp? Someone should put a ban on paper!  #liberalmentality",0
32,"@MorganKIRO7 Those ""waves"" are epic!  He he",0
33,"@nfullers98 I liked .. Don't regret anything that made you smile... Ha ha",0
34,"Song of the Day: ""Love Like Winter"" - A Fire Inside.",0
35,"Absolutely love waking up to snow ",0
36,"Your friends will bring you down because they fucked up what they had males & females  me fool !",1
37,"Today I'll lecture on CRM investments & shareholder value ... So excited ....  :smirking_face: I'm sleepy :sleeping_face:",0
