index,comment_text,toxic
0,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",1
1,"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",1
2,""" if you aint bout that Murder Game pussy nigga shut up """,1
3,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",0
4,"""@riananewman: @22EdHam brownies tonight"" what kind?!?!",0
5,"""@jama_jam: You bitches be pretending to be TF crazy.."" You ain't never lied...",1
6,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",1
7,"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.",1
8,"""@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0""naw this what u call fucking the soul outta bitch &#128557;",1
9,"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",1
10,"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",1
11,"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype",1
12,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",1
13,""" i spend my money how i want bitch its my business """,1
14,"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",1
15,"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker",1
