index,comment_text,toxic
0,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",1
1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",1
2,"""@G27Status: I could go for a fat ass bitch on my lap"" same",1
3,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",0
4,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",1
5,"""@cheetahBluntz_: Its me hoe, its me hoe&#128129;"" shhhhh",1
6,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",1
7,"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",0
8,""" &amp; you might not get ya bitch back &amp; thats that """,1
9,"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",1
10,""" bitch plz whatever """,1
11,"!!!!!!""@__BrighterDays: I can not just sit up and HATE on another bitch .. I got too much shit going on!""",1
12,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",1
13,"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent",1
14,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",1
15,"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God",1
16,"""@snoleezey801: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii.....",1
17,"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu",1
18,"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha",0
19,"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",1
20,""" jus meet son now he ya mane ass bitches "" #Shots",1
21,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",1
22,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",1
23,""" cant you see these hoes wont change """,1
24,"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg""",0
25,"""@fatboyswagg347: they BAN dat pussy for life &amp; he gotta pay 2.5 millon dollar fine""",1
26,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",1
27,"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;",1
28,"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh",1
29,"""@oldpicsarchive: H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT"" #History #Photography",0
30,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",1
31,"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;",1
32,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",1
33,"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol",1
34,"""@demi_eggleton: oh my god I love Victoria Mitchell"" all my bitches love me",1
35,"""@realFORTES: Grudges are for weirdos""and bitches",1
36,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",1
37,"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",0
38,"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",1
39,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",1
40,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",0
41,"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",1
42,"""@ortiz_jaylene: All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)",1
43,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",1
44,"""@TayKnosBest: These hoes is crazy""",1
45,"""...Son of a bitch took my Tic Tacs.""

I like this movie.",1
46,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",1
47,"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",0
48,"""@leikant: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies",1
49,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",0
50,"!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny",0
51,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",0
52,"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe",0
53,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",1
54,"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",1
55,"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !""",1
56,"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",1
57,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",0
58,"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",1
59,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",1
60,"""@Dietrich1892: Yall shut up:p"" make me bitch",1
61,"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",1
62,"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",1
63,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",1
