index,comment_text,toxic
0,"@AGreasyMonkey @Huntermoore faggot",1
1,"' I know I Know I know . Them streets they fuck with me strong , and them bitches gon fuck just because money... http://t.co/odtcHpD5G7",1
2,"@AbrehamDadi no bitch",1
3,"' If I ever put ma trust ina bitch , I'll always be hurt ! &#1043323;&#1043323;",1
4,"2012-2013 seniors were chill as fuck. this years seniors are basic ass bitches",1
5,"4 fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginity#hoes too happy lmao",1
6,"100s 50s 20s yea I like my money in order bad Asian bitch yea she look just like Kemora",1
7,"4 old hoes, a ponk, and a dyke outchea having ""girl talk""",1
8,"@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue",0
9,"1 baby Momma no bitch no wife like PAC u need a thug in ya life",1
10,"100 mile dead zone radius around Philly...gotta go to NY or DC RT @CeeRoss The tri state needs better bitches",1
11,"...if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I.",1
12,"&gt;_&lt;.. RT @ItsTheBOOMshow @FricknAwesome metal monkey balls!",1
13,"21- you a bitch but you my bitch so we hella chillin. also thanks for tolerating me and being my friend.",1
14,"@808NoHeartBreak hoes",1
15,"@AdamSchein @TheMayorMatt I may have just cried a tad #illmissu shiner",0
16,"'Views from the 6' gon be Instagram picture titles for a while...brace yaself my nigs",1
17,"&amp;&amp;' hoes round here just opening legs like Walmart doors",1
18,"@Alejandro_Bihhh @CapoDaAssHole lol cause these hoes love me",1
19,"@37738921 reminds me of Oreos lmao",0
20,"*Does backflip* THISSSSSSSS!!! RT @Krislisisms: You niggas switch up your opinions like faggots",1
21,"6' 217 on these hoes. I am not fat.

I'm big boned.

hehehehehe.",1
22,"*puts people/bitch face on*",1
23,"'Every bitch got a fat ass or she $3,000 from it' #RNS",1
24,"' South Central niggahs really don't be lovin these hoes , these hoes don't be lovin these niggahs &#1041233; . We just be... http://t.co/XnTftnwuVD",1
25,"@Alan_Casillas nah i thought u had to bitches lol didnt know peters girl was one of them lmao",1
26,"@AaronKeplin shut up bitch",1
27,"&amp; thots are wearing Uggs RT @BigBootyJudy814: #ItsFallBecause negros are pulling out their Timbs""",0
28,"' On twitter say she ridin for a niggah &#1041219;&#1043215; . That's why I really fuck with her , she down to pull the trigger &#1041653;&#1043359; .",1
29,"@ the person who significant other a hoe and you the s/o cheating",1
30,"11/19 w/ @anjahlamarie - the depot 
12/19 - a pussyfootin xxxmas (hoe hoe hoe motherfucker santa claws is coming to town)",1
31,"93 feature car

1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9",0
32,"...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be",1
33,"12 was like ""Blocked bitch"" &#8220;@NoBeeetch: Don't start ""@bdoulaoblongata: They are blocking us in #Ferguson http://t.co/ymPzHmzUxG""&#8221;",1
34,"*after BO1 RT @TheGodWriter_: @iDocLyfe Bruh lol I retired after mw2 because everything was trash afterwards.",0
35,"...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker",1
36,"' I hate a "" Guesss who just tried to talk to mee "" ass bitch &#1041190;&#9995;&#9996;&#65039;",1
37,"' Indiana niggah you can tell from ma muhhfuckin grammar , I swear I got 3 hoes with me just like I'm Santa &#1041204;&#1043359; .",1
38,"@Alejandro_Bihhh @CapoDaAssHole I'm on this hoe like this every night just be tweeting bullshit",1
39,"5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!",0
40,"' when it comes to pussy I have no fucking friends' - hostel iii is really what we're watching right now",1
41,"' Ima kill that pussy straight murder that shit , and Ima eat it , eat it , eat it &#1043291;&#1040788; And lick it till it slaps . Aye &#1041237;&#1041191; .",1
42,"' From Freshman Year to Senior year , this really my niggah started being brothers 4 years ago TODAY . It's crazy... http://t.co/IIHcPFiyQu",1
43,"@AbstractLife two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before Santos won the game.",1
44,"90% of niggas goofy and act like bitches",1
45,"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz",1
46,"40 mins. Until that bitch drop",1
47,"' Ok ma Texas bitch keep textin me , callin cryin stressin me &#1041190; Bout where I been but I been with another bitch allegedly &#1043351;&#1043360; .",1
48,"@1stBlock_Rody yu ah hoe",1
49,"@05proFESSOR ... That's what happens when your getting pussy. Pussy or Twitter? Seems like a clear cut choice to me. Hahahaha",1
50,"' Shawty wanna tell me secrets on how to rap niggah , I tell that bitch it's more attractive when you hold it down &#1043359;&#1043351; .",1
51,"@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus",0
52,"@A_Little_Wicked that's not ghetto. That's sweet and a movie quote. Try again",0
53,"@AbstractLife man too much damn giggling was going. He was offering $40 tips and shit. Lol think I even heard the bitch spit a couple times",1
54,"2 thangs my bitch can't say, ""I'm broke"" n ""ha period late""",1
55,"1wayhustle come get signed bitch we self paid.",1
56,"90 percent yo bitch with me 100 percent that scrap with me",1
57,"@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;",0
58,"' You Deserve x August Alsina &#1043358;&#1043358; Im dedicating that to all my old side hoes &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1041210;&#1041210;&#1043359; .",1
59,"10 RT @ParadoxicalMike 1.5 RT @iDavey On average, 2. But I can be an 8 when need be. ""@SinsOfMyFather_ On a scale of 1-10 how ghetto are u?""",0
60,"... but bitches catch feelings after, all the damn time.",1
61,"*chops* RT @Tweets2Sweet *does bird call, flaps hands*",0
62,"' Leo Apolonio Look this niggah did a drive by on the bike http://t.co/3NisWlPNeC",1
63,"3 years today I was a fucking retard and fell in love. Why was I so stupid? Wish I was coldhearted. #neverlovingsomeoneagain #dontneedanyone",1
