index,comment_text,toxic
0,"Sailing-|×|#me #selfie #ootd  #cool  #cute #girl #tumblr #black #style #rock #punk #vsco... http://t.co/sDn3W9Kqvk",1
1,"One from her please *cries* http://t.co/z0Yt6Dax7s",1
2,"About to write my math final really excited  #somethingrandom http://t.co/by8fVYYyZR",0
3,"Thank you OCC for being concerned enough about my safety driving to school to cancel classes.... ",0
4,"@THEHermanCain Racism is pooled in liberal Democrats. Democrats must foment racism and division to maintain control. Divide and conquer.",0
5,"I've changed gazilion times the #java configuration NOT to check for updates. It's nice that every five minutes asks me for an update! ",1
6,"Sysdig Cloud - The Fascinating World of Linux System Calls < reminds me of my Solaris dtrace days in early 2000's http://t.co/e3YYx07tgQ",1
7,"I like creepy guys that ask me random questions at swic ",1
8,"I couldnt help myself.. I am a bad person...  http://t.co/bmdJcrFmgI",1
9,"Finals Week is draining my body so much that it's ruining my life in other places. Lovely... ",1
10,"there are things we are made to go through  to harm us but to given us a lesson to teach to someone weaker",0
11,"@DrunkVinodMehta isnt it obvious #Sadhvi case and #Rape cases are 2 different things. You cannot co-relate both thngs to 1 sentence ",0
12,"I feel like crap today. So instead of Redbull I'm drinking something healthy. #NewYearNewMe  #TotallyStillGoingToDrinkTheRedbull",0
13,"Some are really loving the criticism on Zoella. Let it rest  please. I wonder what you would do for some £££. ",0
14,"That's me  the infamous pepper shaker replacer. ",0
15,"he was half of what she deserved  yet he was all that she ever wanted      ",0
16,"We live in such a small world these days - the #LAFire is a story at the end of the Australian news @ABCNews24",0
17,"The fans needs to be heard tho RT @cupcake78318778: @Sum4uckingMoney @jonso4tindo WENGER WILL NEVER QUITT.SORRY LADS. FOR FEW YEARS..",0
18,"MORON  no one has ever said a ball is square #STRAWMAN @RBRNetwork1 @rattleduck",0
19,"Song of the Day: ""Love Like Winter"" - A Fire Inside.",0
20,"About to fuck up this Media exam  #actuallyihopeso",0
21,"Went neck deep in a swamp today so that was fun  #chilly",0
22,"Day 4 ""joyous day"" #decemberchallenge #picture speaks for itself #costateguise #beach#peace#2nd home#... http://t.co/1jXB5QCOxO",0
23,"Last semester I dropped a class because I had to write a 7pg paper. This semester I've had to write 5 of them ",0
24,"@mmsevents: #OneloveFestival Sat 20 Dec. Table bookings: R800 includes 1 bottle  12 mixers... Uh-oh I smell so much  it's lovely!",0
25,"@SportMajor No  voting somebody in because they're from Latvia is way more important than voting for the best players. ",0
26,"Your Jedi mind tricks don't work on me service guy. |Glad I dropped the car off for the oil change instead of Av.",0
27,"Today is just not my day :pensive_face:",0
28,"Yeah nice hair babes  :face_with_tears_of_joy::face_with_tears_of_joy: http://t.co/8fxZpZW8qu http://t.co/Wi36fjE5EX",0
29,"I often worry that wealth doesn't  have enough influence in society  so pleased to see this being addressed  http://t.co/2U3PerpZQz",0
30,"@DeformedCircus I guess not. Stop insulting me.",0
31,"Can always #countonmother to impart #wordsofkindness. Especially on a special day! !!",0
32,"Oh sprints I love you  http://t.co/sEW8Im7i0u",0
33,"It #has  been #seen www.monstermmorpg. com since. parados by #MonsterMMORPG #bean",0
34,"Don't think for a second I'm out to drown your memory  you ain't worth the whiskey",0
35,"dats how u kno its winter http://t.co/UwvIqcpH8K",0
36,"#latergram with thegoldcoin. Classes done  research is not. #gradschool #basic #blessed ... http://t.co/1kEoWZw7NZ",0
