index,comment_text,toxic
0,"' I just feel like my mouthpiece so cold &#1041185; I'll give lessons to every niggah that ever got turned down , for the low cost of $24.99 &#1043358; Hmu .",1
1,"' I don't like when niggahs be like "" where yo bitch at ? "" Na I'll check you on that idc who you is , mine you... http://t.co/OP5sTgZX2k",1
2,"1 loyal girl &gt; 1OO hoes",1
3,"@ me bitch",1
4,"@Adrian1_knowsu nigglet &#128530;&#128536;",1
5,"' That fb profile checker thing fake then a mf , I just added some bitch yesterday and it had me on the top . Fuck fr ?",1
6,"&amp;&amp; some of you hoes too... http://t.co/yJPSMAS4k2",1
7,"300 bitch we hot, we done took flight !",1
8,"*Sings* I killed that pussy she died with her eyes open!",1
9,"@ASipOf_Mocha Dr. Phil, I'm having trouble figuring out what my fat ass wants to eat, where are the drinks and the bitches?",1
10,".@dawnbazely Thank you, Dawn. I see our state bird graces your avatar...",0
11,"@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool",1
12,"' She herd I was a dope boy , I herd she was a gold digger &#1043359; , all I know is she a real bitch , so I fuck her like a real niggah .",1
13,"' If this ugly ass niggah can be with her , I can too . Tf she with Chuu Baka for anyways this niggah look like a... http://t.co/lVNDRDPpQT",1
14,"@5Dimes fuck you tony...you greaseball piece of shit-",1
15,"(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;)",0
16,"@40oz_VAN IYCMI. I can't get any work done if you keep showin off your bitches.",1
