index,comment_text,toxic
0,"Sysdig Cloud - The Fascinating World of Linux System Calls < reminds me of my Solaris dtrace days in early 2000's http://t.co/e3YYx07tgQ",0
1,"just one of those nights :pensive_face:",0
2,"http://t.co/ujGpP2LgaL #AnalQueenAlysa #Four Four girls  a lot of drinks and a few strap-on&#8230; that&#8217;s&#8230;",0
3,"$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round  right? ",0
4,"Einstein would be amused about Strider jumping around in time",0
5,"#Germany -- #ECB's #Weidmann #says #German #2015 #growth #may #be #better #than #expected. http://t.co/gxFSC1mQy5 via @reuters",0
6,"Double standards are always a fun thing ",0
7,"Finals Week is draining my body so much that it's ruining my life in other places. Lovely... ",0
8,"Halfway thorough my workday ... Woooo ",0
9,"i'm so funny ",0
10,"@MarkXA and we know abt the ""goal"" that (never) crossed the line  #holierthanthou #henryisalegend",0
11,"Maybe 2 different proposals! The girl is wearing different shoes and the guy is wearing a different coat. @cjsinner @onecolleen",0
12,"@iPhoneTeam if you don't want to upgrade your iOS or keep many pictures  yeah it's great ",0
13,"@AlexStearnCom Hey Alex  thanks for the support. My FB page is : https://t.co/9CaCW9cY7i|Blessings and success to you.",0
14,"@STLguy1 Oh that sounds like a great plan.  @6Strong8 @KingDSeals",0
15,"Save Manage & Make Money - Join for $99 make $600 #Discounts #Vacations and more http://t.co/6mTjJ6i7Nf",0
16,"@Shaneonair large companies don't pay tax and get away with it.individuals who don't pay get locked up or fined. ",0
17,"I feel like crap today. So instead of Redbull I'm drinking something healthy. #NewYearNewMe  #TotallyStillGoingToDrinkTheRedbull",0
18,"@shaunrmcgregor yup it must be good to be ivy league Educated because it does alot of good ",0
19,"@CraziestSex: Stay faithful or stay single",0
20,"Yeah nice hair babes  :face_with_tears_of_joy::face_with_tears_of_joy: http://t.co/8fxZpZW8qu http://t.co/Wi36fjE5EX",0
21,"Yes it is much more logical to support criminals & attack police officers for protecting life & property. #HandsUpDontShoot ",0
22,"#WreathAcrossAmerica #Jax it is finnished http://t.co/7TfL9AteCu  #honor #FallenHeros in Jax||http://t.co/OXybfwwWb6 http://t.co/JO0P3X54YU",0
23,"Love working hard trying to fix other people's fuck ups ",0
24,"@mmsevents: #OneloveFestival Sat 20 Dec. Table bookings: R800 includes 1 bottle  12 mixers... Uh-oh I smell so much  it's lovely!",0
25,"Lol my timehop guy though.  http://t.co/OdljZGV4VM",0
26,"One of my favourite things about going to fanshawe is walking to the Z building ",0
27,"@JColeNC thanks for noticing me ",0
28,"You know it's going to be a great day when you're Garmin resets itself and you spill some cinnamon down yourself  #slowclap",0
29,"http://t.co/OoDCAadwux #TeenAnalCasting #Alice Alice and Dana -TLW 3X05 Part 2",0
30,"@DollyGarland @garrettaddison: Thats quite an interesting number coz I managed to read only 17 but i will surely make it in #2015.",0
31,"We live in such a small world these days - the #LAFire is a story at the end of the Australian news @ABCNews24",0
32,"I'm glad H & M has employed enough staff today.  #nohelp #terrible",0
33,"just pulled up to school for the first time in my life in a good mood only to find out it doesnt start for another 2 hours   #BLESSED",0
34,"Kevin Durant with 23pts on 8-13 shooting  has this nigga been inefficient since he came. ",0
35,"Just realized I haven't watched this weeks episode of Degrassi.  I ""eventually"" get around to it.  ",0
36,"Glad I'm up at 1am ",0
