index,comment_text,toxic
0,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho",1
1,"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",1
2,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",0
3,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",1
4,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",0
5,"!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny",1
6,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",0
7,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",1
8,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",1
9,"""@poppunksucks: Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet.",1
10,"""@royalswagg_: using y=mx+b to find the slope of that ass""",1
11,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",0
12,"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",1
13,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",1
14,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",1
15,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",1
