index,comment_text,toxic
0,"@Air_Zeke_12 hell yeah I got bokoo hoes when I had my fro",1
1,"@AceHudsonJr bitches tryna take all my money, g.",1
2,"&lt;&lt;&lt;when it's yellow outside",0
3,"' Idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole STD &#1041204;&#1041204;",1
4,"@Alejandro_Bihhh lmaoooo hell naw bro I be up i haven't seen that hoe",1
5,"' Beat the pussy up till its red like rosters and after I fuck I get to moovin like the hoovas &#1040784;&#9996;&#65039; .",1
6,"' Niggahs stay thinkin I want they girl &#1041204;&#1041204;&#1041204;&#1041204;&#9995; Not nevvvvva niggah .",1
7,"@2LEGIT4that Lmao &#9995; Excuse me bitch?I am not Soundcloud",1
8,"@ the chick who is gorgeous and so fine but her pussy stinks",1
9,"35-11.

Touchdown with :28 on the clock.

Michigan some hoes.",1
10,"@2014samanthaKay good enough fag",1
11,"@1Josh_Warwick3 @ashleyypat17 fag",1
12,"@0ddment I could fuck a bowl of graham cracker cereal",1
13,"' You gottttta be a mad a madddd niggah &#1041204;&#1041204;&#1041204; Sayin ma name ? I must've got you madddddd niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1043359;&#9995;",1
14,"' Hoes on my mind , I fuck hoes all the time . #FatTrel",1
15,"' Somebody come look at this niggah right here * Kevin Hart Voice * lol http://t.co/R2mhWqc2jT",1
16,".@SarahPalinUSA Wow, ""impeachment."" Look at you using your Vocab Workshop words. Guess we were only half wrong about you being a dumb cunt.",1
17,".@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces",0
18,"@1SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death!",1
19,"....is now tweeting from a tablet....baller bitch!",1
20,"@A_M_Perez they are little bitches when they are proven wrong. #MomsDemand #gunsense",1
21,"' I'm hard to kill &#1041653; , I'm countin cake up with ma finest bitch &#1041636;&#1041636; . Take off her makeup and she still look like a finalist &#1041191;&#1043359; .",1
22,"' Niggah said "" my girl off limits thirsty niggahs stay out her inbox "" But the bitch look like Kunta Kintes... http://t.co/VeqZF9IK6Q",1
23,"1 more day bitches!!!!",1
24,"@1SonofYahweh he aint a real nigger, oh my bad a real nigga, but praise the sonsof satan for having not a realnigger qualitaties. Im hating?",1
25,"' I'm not gon ever be that niggah that hit 300 likes on every picture , but I get WHOEVER I WANT PERIOD . &#1041204;&#1043323;&#1041196;... http://t.co/mKgRljrHcl",1
26,"@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts",0
27,"2 year starting on me on the street... so i put a fag out on him. #funnyguy",1
28,"' And you know that I believe it , cause her pussy to mee... &#1041185;&#1041240; And she don't fuck with many niggahs , she don't fuck with any niggahs &#1041219; .",1
29,".@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market",0
30,"1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG",0
31,"&amp; ion have a bitch. So yeah. What's understood don't need to be explained.",1
32,"1) Vader is a Sith. Not a Jedi. Duh. 2) Vader is also a whiny bitch. 3) YODA IS MOTHERFUCKING YODA. #micdrop",1
33,"@AC_Hussle bitches are hoes don't be surprised",1
34,"5sos be like: come hang out with us!! but not if u fugly. oh and side hoes to the left thnx.",1
35,"' Nah I ain't no hoe niggah , no bitch niggah , rich Niggah with the shits Niggah Getchu chipped niggah .",1
36,"' R.I.P Deshawn &#1041243; . I don't know him but I know a darkskin niggah in the hood named Deshawn getting shot tonight .",1
37,"' Baby moanin.... Got me zone'nn , I want this bitch next too me.... Pussy like ecstasy &#1043291;&#1041185; .",1
38,"...and I'm goin back to school.. only for the hoes and a class or two",1
39,"@ActaBunniFooFoo I like my gross yellow heat lamps. Why?",0
40,"@2ManyLouboutins @moneydriven stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.",1
41,1-800-slap-a-hoe,1
42,"@253hippy Bc she's a cunt hoe bag",1
43,"@AleeeD_ bitch who do u love",1
44,"' I ain't trippen off you no mo &#1041204;&#9995; I done dropped you &#1043360; Knocked 4owe &#1043359; I could Neva be a foo for a hoe &#1043357;&#1043357; I put... http://t.co/GAIElrPDIK",1
45,"13% shy
65% bitch
22% homosexual",1
46,"@7aidualc9 u said ""@ me hoe"" &#128514;&#128514;&#128514; so I did...",1
47,"4th RT @MayaAngelouFRO: Beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for 5 years.",1
48,"@ALatrice16 beautiful bride... Tell Erica congrats if she remembers a nig...",1
49,"1 more game of 2k then I'm finish my new book ... John Grisham cold then a hoe",1
50,"' Is this Jody ? The niggah that got ma Boo Pregnant ? The niggah that can't take responsibilities as a... http://t.co/7ufNJ2NJhp",1
51,"@ACMobbDeep @madsbennett yeah I run over squirrels and coons",0
52,"' Happppppy Birthdayyyy &#1041191;&#1041196;&#1043215; lol . Niggahs is really 21 in this bitch &#1043358;&#1041219; . http://t.co/YatU7pbsHX",1
53,"@1Corinthians126 #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;",0
54,"+1 Otakon badge, now with what I'm going to lovingly refer to as my ""cripple ribbon.""",1
55,"' Fucking on the first night don't make you a hoe &#9995; .",1
56,"@Abel312_ @Cuauhtli02 bruh I'm under 2 blankets like a bitch right now",1
57,"@AJ0427 @AshActually Hey, I don't always go there. Sometimes, these three crazy bitches and one suave MFer trick me into going with them",1
58,",@KiroGx me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga",1
59,"7 pounds never fails to make me cry. Im not bitch, I just relate to it",1
60,"' Ran a good game with my Royal niggah &#1043359;&#1042390;&#1043323;",1
61,"' Cause these hoes ain't loyal ! These niggas ain't either &#1041233; , when it go down you callin for hitters that you... http://t.co/wmrUwTwuJE",1
62,"@2sassymom so glad you did this! I'm still trying to figure out emoticons on this damn Motorola to give that bitch the finger.",1
63,"2 adult human skulls found in trash http://t.co/VcsNP9ejV9",0
