index,comment_text,toxic
0,"' Babyy moaaaanin &#1041219;&#1041222; Got me zone'nn...... I want this bitch next to me , pussy like ecstasy &#1043215; .",1
1,"' Wake up I'm blessed &#1041243; Steaight Kush No stress &#1043293; Thankin God for ma success &#1043359;&#1041240; Ma bitches say I'm the best &#1043351;&#1043323; .",1
2,"------&gt;RT @Maxin_Betha @HumbltonBanks ankle socks in general are for the faggots bro",1
3,"@01TakesTheLead no bitch I had to use my whipers!!",1
4,"' Somebody come look at this niggah right here * Kevin Hart Voice * lol http://t.co/R2mhWqc2jT",1
5,"' I still don't got the time for a bitch to be actin iffy &#1043323; .",1
6,"2Pac was real af on ""Temptations"". Thats exactly how it be for niggas getting money and bitches",1
7,"' Hate a female that got the mentality of a niggah .",1
8,"... I just feel bad for the women that continually flock to such darkness. Thugs talk the big talk to simple minded hoes and to their own.",1
9,"@1Starflow &#128514;&#128514;&#128514; them bitches need a tan",1
10,"'Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin, Charlie Brown,' making parents angry http://t.co/vltSpK8U4S",0
11,"18 yr scrap from out here might get life in prison for murderin a norte nigga by el pollo loco off of story rd.&#128563;",1
12,"' If I ever put ma trust ina bitch , I'll always be hurt ! &#1043323;&#1043323;",1
13,"&amp; fuck your bitch",1
14,"' She drippen vanillaaaaa , she know I'm the pussy killaaaa &#1043291;&#1041196; .",1
15,"@1SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death!",1
16,"@05proFESSOR I bet he's a Starbucks queer",0
17,"@APrivilege lmao.. Brutal for the nigs who can't get jobs, lol..",1
18,"*makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine* *passing teens mock my old wrinkled balls*",1
19,"35-11.

Touchdown with :28 on the clock.

Michigan some hoes.",1
20,"@21Cvasquez little bitch your ass is getting tased when I get home",1
21,"' Idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole STD &#1041204;&#1041204;",1
22,"@1MannyOnly @iamadamg_ @JennyReyes42 bitches will be bitches.",1
23,"@2LEGIT4that go be cunt somewhere else",0
24,"' Ima pull up , eat on that pussy and dip &#1041219;&#9996;&#65039; ,",1
25,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that",0
26,"2fine4cheapwine@yahoo.com &#171;@Datjollygirl So who used my email address for this chat line? All these bitches hittin me up &#128530;&#187;",1
27,"@ActuarialReport We've tried. Each time we go he just sits there in silence and I cry like a bitch and sweat.",1
28,"' I know I Know I know . Them streets they fuck with me strong , and them bitches gon fuck just because money... http://t.co/odtcHpD5G7",1
29,"1 more game of 2k then I'm finish my new book ... John Grisham cold then a hoe",1
30,"21- you a bitch but you my bitch so we hella chillin. also thanks for tolerating me and being my friend.",1
31,"' Got niggahs salty at meeeee cause yo dream bitch is ma main slide &#1041204;&#1041223;&#1041196;",1
32,"1 more day bitches!!!!",1
33,"' My Charger got my fucked up &#1041184;&#1041185; Finna wrap the cord Tf around my phone this bitch finna charge today cuhz &#1041204;&#1041204;&#1041184;&#1041184; .",1
34,"5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!",0
35,"2 bad bitches, 3 glocks, 4 choppas",1
