index,comment_text,toxic
0,"@kmrheadlines: Electricity generated in Kashmir can illuminate whole India: PM but it's only not illuminating #Kashmir ",0
1,"Have you gotten your tree yet? Xmas tree nail wraps available at http://t.co/V9UbrHo8iF #nailwraps #nailart ... http://t.co/ft4T8E03c2",0
2,"@Chxta They were probably  contracted to work for free. ",0
3,"I've changed gazilion times the #java configuration NOT to check for updates. It's nice that every five minutes asks me for an update! ",0
4,"probably going to fail tomorrow yayy  #GlobalArtistHMA #MTVStars One Direction",0
5,"@JoeandEvan @7BOOMERESIASON @cc660 @BoomerandCarton the Jets have pick 6 in the 2015 draft the irony blows my mind!  #NFLDraft",0
6,"Mirror mirror on the wall  when will I find happiness?",0
7,"there are things we are made to go through  to harm us but to given us a lesson to teach to someone weaker",0
8,"This is what  looks like  right? http://t.co/WdwI96OWwI",0
9,"Bet that was #limbs in the Sunderland end",0
10,"Hope Tulisa doesn't get a job back on #xfactor next year",0
11,"@BudweiserIndia Now  Tomorrow productivity at work would be hampered. #GetMeToEVC",0
12,"@AIIAmericanGirI So  this Topless Feminist was just looking for someone to love? ",0
13,"Damned if you do... http://t.co/iAJmWD7Yta #communication #truth  via @TheM3Blog",0
14,"I often worry that wealth doesn't  have enough influence in society  so pleased to see this being addressed  http://t.co/2U3PerpZQz",0
15,"Bush 'fully informed' of CIA methods http://t.co/qRvvPVrjVh No?? Really?? Shocking... ",1
16,"#GlobalWarming would be nice right now if it were only true!||Call #AlGore 2 burn money 4 #Christmas. ||#ＦＯＬＬＯＷ http://t.co/U1fQX3qfH1",0
17,"@stephen__tommy and yeah I set it at 130 not 150 because overworking your rookie pitchers is totally okay ",0
18,"Let's all do only squats and deadlifts until we hurt ourselves --really really good trainers #fitnessmotivation ",0
19,"Getting my midterm back was such a great start to my day  #badday",0
20,"Aw thanks mother nature. Merry Christmas to you too! ",0
21,"@willbrooker feeding your own flesh and blood/making an alley way smell terrible = same  same.  #90ssarcasm #thesun #thingsthatarewrong",0
22,"Tripped over my own feet three times in the hall #soclumsy",0
23,"Prevents blood clots! More like stops blood circulation #SurgicalStockings #attractive  http://t.co/XZuXjZ9qsN",0
24,"Can't even explain how excited I am for tomorrow. :hundred_points_symbol::basketball_and_hoop:",0
25,"Sanjay Dutt asks for parole to meet his wife whereas other husbands want parole from their wives but there no body exist to grant it.|",0
26,"Fully charged my #Anker portable charger...it lasted 1/2 an hour.  Awesome #Fail",0
27,"So far today I burned my tongue on my coffee. Saw a dead guy on the freeway and chipped the windshield in the truck #gonnahaveagoodday ",0
28,"@MagicManRAW @YankeesWFAN you don't know a damned thing about baseball  do you?",0
29,"#New#color#new#beginning#new#goals#dont#giveup#never#life#should#be#easy @ skdar http://t.co/bzmXE0K98i",0
30,"@JeremyCee @oldmanebro thank God for Kanye giving these unknowns some help. ",0
31,"@adambelz @lee_osp @Vruno whenever I write anything with the word ""immigration"" in it  I'm happy if there's back-and-forth.",0
32,"at least... I've got spine  cause I can feel the pain in my back. #thinkpositive|",0
33,"i would tell ya  but you just wouldn't understand...:heart_with_arrow:",0
34,"That's always a great way to boost self-esteem ",0
35,"Thank you OCC for being concerned enough about my safety driving to school to cancel classes.... ",0
36,"I bet its warmer in Nova Scotia today! #frio #cold #freezing #costadelsol   #IloveCanada",0
