index,comment_text,toxic
0,"@AceWuzHere why you talking to me at 5, almost 6am. We ain&#8217;t friends, pussy.",1
1,"' I still don't got the time for a bitch to be actin iffy &#1043323; .",1
2,"' If I ever put my trust ina bitch , I'll always be hurt &#1041204;&#1041204; .",1
3,"@APrivilege lmao.. Brutal for the nigs who can't get jobs, lol..",1
4,"' I will never date a female with another niggah name on her lol . Wtf .",1
5,"@AcaciaBrinley crusty hoe",1
6,"@AceAlford_23 double up on this game bitch",1
7,"37- no, i dont like hoes",1
8,"... I just feel bad for the women that continually flock to such darkness. Thugs talk the big talk to simple minded hoes and to their own.",0
9,"@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day",0
10,"@AARONCARTER push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy",1
11,"@Alan_Casillas bitches or wat",1
12,"' August Alsina Deserved that &#1043323;&#1043323;&#1043358; My niggah .",1
13,"@AlanMilner @Morning_Joe AlQueda doesn't use cell phones or the internet? Wow you #teabaggers are stupid",1
14,"' Ima young rich niggah Tryna fuck a niggah bitch , My ex a rat the Naybahoods be fuckin on that bitch &#1041204;&#1041204; , I... http://t.co/hFnSbuPwma",1
15,"' Ma niggah Alsina be doin his thang . http://t.co/IZA7Lil1Oz",1
16,"' Bitch caught a body about a week ago ! Fuck with us and we get to tweekin hoe ! Run up on that niggah get to... http://t.co/av9YPjtwxn",1
17,"@ASAP_RocKI_ @HuhWhatsACondom *sighs* 1. Not a bitch. I'm a woman. LEARN THE DIFFERENCE. 2. I KNOW I'm fat. 3. It's called a scarf, dumbass.",1
18,"' Ok my Texas bitch keep textin me , callin cryin stressin me , askin me about where I been but I been with another bitch allegedly &#1043359; .",1
19,"' My Charger got my fucked up &#1041184;&#1041185; Finna wrap the cord Tf around my phone this bitch finna charge today cuhz &#1041204;&#1041204;&#1041184;&#1041184; .",1
20,"*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch",1
21,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that",0
22,"@Alejandro_Bihhh @CapoDaAssHole so y'all niggaz ain't never listen to no slow shit with a bitch",1
23,"' I guess a niggah just believe in ya that's proof for ya , can name a lot of things any other man wont do for ya... http://t.co/OTvw1vlDPY",1
24,"' Cause these hoes ain't loyal ! And niggahs ain't either ! When it go down you callin for hittas that you ain't... http://t.co/hj8GAfFZaM",1
25,"85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT",0
26,"&amp; this bitch ask me why my jeans sag cuz they tryna hold my bandz up &#128176;",1
27,"1st game of Fall 7s.. finna kill some hoes",1
28,".@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?",0
29,"@1usagrunt. I wonder what Charlie Brown would have to say about these days.",0
30,"' My baby mama trippen and that bitch can shoot &#1041653;&#1041653; .",1
31,"' I rather jack off then fuck hoes tbh , That shit boring give me a wife .",1
32,"' I told this niggah Maya Angelo died.... This niggah gon ask me "" is that the Red Ninja Turtle ? &#1041204;&#1043473;&#1043357; Wtf .",1
33,"' I ain't trippen cause I like her anyways , she got a niggah and I got a girl but anyways , yea anyways &#1041196;",1
