index,comment_text,toxic
0,"6:07 AM .. Bout to match up wit dis nicca #DonnyDinero",1
1,"' Just was old to me , a lil proton feel me ? Some bitches that's gon feel me , some niggahs that won't kill me .",1
2,"' Y'all like sayin money don't buy happiness , but name a niggah sitting in a Lambo crying ?",1
3,"' Annnie say fuck that niggah , he soo weak ! &#1041204; He can't tell that you a freak &#1041196; That you ain't lookin for love .... http://t.co/62URiSgiQ1",1
4,"22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??",0
5,"@0beytheLAU @Huntermoore bitch you gross as fuck touchin them saggy titties",1
6,"@1SonofYahweh no wonder you run nose first for yo real nigger &amp; white devil massah's or any man pointing at another to convince u he is less",1
7,"' The hoes finna be like "" Owieee Trey , August , And Chris Brown can have my baby at the same time &#1041191; "" Lmfaooooooo Hoes ain't loyal .",1
8,"' This niggah Yanni like hangin up on NIGGAHS in mid sentence &#1041184;&#1043350; .",1
9,"*pregnant crazy bitch wus the answer we were looking for...",1
10,"1996 and 1999 World Series Rematch: #Yankees #Braves",0
11,"4 stacks for the heels on my bitch feet, car seat still smellin like 10 keys.. Tell the plug that I'm lookin for a increase..",1
12,"*goes to olive garden*
*Turns into a cracker*
""@gIacier: *goes black friday shopping*

*turns into a nigger*""",1
13,"@1D_NIPPLES_ bitch you fucking told me to sit in that seat and yo dumbass come again saying ""why you sitting there"" bitch #vote5sos",1
14,"@AidaApple14 imma bitch i know , leave me alone",1
