index,comment_text,toxic
0,"'Cause they ain't her RT @Jvbir I aint eem watchin the awards yet, but why hoes hatin on Kim K?",1
1,"' Ma niggah Alsina be doin his thang . http://t.co/IZA7Lil1Oz",1
2,"*Bows down* ""Yes bitchmaster bitch""",1
3,"@AidaApple14 imma bitch i know , leave me alone",1
4,"4 fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginity#hoes too happy lmao",1
5,"-5 RT @LoveMeDarlingg: 10. How many hoes do you REALLY have?",1
6,"@1SonofYahweh no wonder you run nose first for yo real nigger &amp; white devil massah's or any man pointing at another to convince u he is less",1
7,"&amp;when they say him they mean dyke Ron #wcw http://t.co/VV4DUMMe4A",0
8,"4 old hoes, a ponk, and a dyke outchea having ""girl talk""",1
9,"' I ain't trippen cause I like her anyways , she got a niggah and I got a girl but anyways , yea anyways &#1041196;",1
10,"@ the chick who is gorgeous and so fine but her pussy stinks",1
11,"@AbusiveMen You're a fucking pussy",1
12,"2 beer queer",0
13,"90% of niggas goofy and act like bitches",1
14,"@1usagrunt. I wonder what Charlie Brown would have to say about these days.",0
15,"2 adult human skulls found in trash http://t.co/VcsNP9ejV9",0
16,"3 millionaires just walked in why you tripping bitch you paid for the fight ? Lmao",1
17,"' Hoes on my mind , I fuck hoes all the time . #FatTrel",1
18,"' If yo new niggah can't dress better then me , or even close to looking better then me , dnt try to make me... http://t.co/SMsc86mnBc",1
19,".@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market",0
20,"1 loyal girl &gt; 1OO hoes",1
21,"2012-2013 seniors were chill as fuck. this years seniors are basic ass bitches",1
22,"' If I ever put my trust ina bitch , I'll always be hurt &#1041204;&#1041204; .",1
23,"' O M G you like stop controllin me , I'm like bitch fuck you thought ? She like niggah fuck you mean !",1
24,"' I just feel like my mouthpiece so cold &#1041185; I'll give lessons to every niggah that ever got turned down , for the low cost of $24.99 &#1043358; Hmu .",1
25,"@7aidualc9 u said ""@ me hoe"" &#128514;&#128514;&#128514; so I did...",1
26,"@Alan_Casillas nah i thought u had to bitches lol didnt know peters girl was one of them lmao",1
27,"100 mile dead zone radius around Philly...gotta go to NY or DC RT @CeeRoss The tri state needs better bitches",1
28,"@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...",0
29,"' That fb profile checker thing fake then a mf , I just added some bitch yesterday and it had me on the top . Fuck fr ?",1
30,"@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating",0
31,"' Being in love stressful ma niggah .",1
32,"-Can I help you?
-Maybe. You gotta card for &#8220;Sorry that tranny died in your motel room; now your wife knows. Here&#8217;s an Applebees gift card&#8221;?",0
33,"&gt;_&lt;.. RT @ItsTheBOOMshow @FricknAwesome metal monkey balls!",1
34,"' If this ugly ass niggah can be with her , I can too . Tf she with Chuu Baka for anyways this niggah look like a... http://t.co/lVNDRDPpQT",1
35,":/ well that sucks that Kobe is out now... he's still filthy, you can hate him all u want but if you dont have respect for him, ur retarded",0
36,"*Teachers call you a pussy for not doing senior skip day*",1
37,"*after BO1 RT @TheGodWriter_: @iDocLyfe Bruh lol I retired after mw2 because everything was trash afterwards.",0
38,"@2ANow She looks like a plastic monkey doll!",0
39,"@ me tho &#8220;@_Mashphatrabbit: This bitch wants to be included so fuckin baldly bruh!!!!&#8221;",1
40,"' I'm that niggah you can show out in public babbbbbbyyyy &#1041191;&#1043215; lol",1
41,"' From Freshman Year to Senior year , this really my niggah started being brothers 4 years ago TODAY . It's crazy... http://t.co/IIHcPFiyQu",1
42,"@Alan_Casillas bitches or wat",1
43,"' If you get yo girl took don't be mad at the niggah who did it &#1041204; Be mad at her , Cause he don't owe you loyalty , she does .",1
44,"300 bitch we hot, we done took flight !",1
45,"*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch",1
46,"@A875Silva @jezzzz_ if she do then she gone die too I ain't playin dawg bitches gone be ruthless then I will be too! &#128175;&#128170;&#128074;",1
47,"...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker",0
48,"' I'm not gon ever be that niggah that hit 300 likes on every picture , but I get WHOEVER I WANT PERIOD . &#1041204;&#1043323;&#1041196;... http://t.co/mKgRljrHcl",1
49,"@AJ0427 @AshActually Hey, I don't always go there. Sometimes, these three crazy bitches and one suave MFer trick me into going with them",1
50,"2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers",0
51,".@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know",0
52,"' You gottttta be a mad a madddd niggah &#1041204;&#1041204;&#1041204; Sayin ma name ? I must've got you madddddd niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1043359;&#9995;",1
53,"' Bitch caught a body about a week ago ! Fuck with us and we get to tweekin hoe ! Run up on that niggah get to... http://t.co/av9YPjtwxn",1
54,"&amp; thots are wearing Uggs RT @BigBootyJudy814: #ItsFallBecause negros are pulling out their Timbs""",0
55,"@AbstractLife man too much damn giggling was going. He was offering $40 tips and shit. Lol think I even heard the bitch spit a couple times",1
56,"' Is this Jody ? The niggah that got ma Boo Pregnant ? The niggah that can't take responsibilities as a... http://t.co/7ufNJ2NJhp",1
57,"@AARONCARTER push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy",1
58,"99 problems but a bitch ain't one",1
59,"10 RT @ParadoxicalMike 1.5 RT @iDavey On average, 2. But I can be an 8 when need be. ""@SinsOfMyFather_ On a scale of 1-10 how ghetto are u?""",0
60,"20k tweets hoe, I'd like to thank all my supportive fans &#9996;&#65039; more tweets to come.",1
61,"' The hoes finna be like "" Owieee Trey , August , And Chris Brown can have my baby at the same time &#1041191; "" Lmfaooooooo Hoes ain't loyal .",1
62,"' Happy birthday to my main niggah right here &#1041240;&#1043358;&#1043359;&#1043323;&#1041681;&#1041636;&#1041629; We been at it for a minute same dreams of bein rich and we... http://t.co/Oy4x1yXHZe",1
