index,comment_text,toxic
0,"' Fucking on the first night don't make you a hoe &#9995; .",1
1,1-800-slap-a-hoe,1
2,"@AaronKeplin shut up bitch",1
3,"4 stacks for the heels on my bitch feet, car seat still smellin like 10 keys.. Tell the plug that I'm lookin for a increase..",1
4,"@1ONLYsolo fuc her and her pussy nasty &#128534;&#128534;&#128534;",1
5,"'Forget to salute,' trash the other guy for the 'bad war' (during Cairo II), sympathize w/ 'Pockistan,' gays hurting morale. Thanks King!",0
6,"... lol nah hoes we dealt with it so will y'all &#128128; http://t.co/RXTJwwKfHJ",1
7,"' Niggah said "" my girl off limits thirsty niggahs stay out her inbox "" But the bitch look like Kunta Kintes... http://t.co/VeqZF9IK6Q",1
8,"3-0-0 bitches fuck wid me",1
9,"' I wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful Yall really is .",1
10,"7:15 needs to hurry up . It's chilly in this bitch",1
11,"@0ddment I could fuck a bowl of graham cracker cereal",1
12,"' Don't sleep on ma niggah CHood &#128076; @CharleyHood &#128175;&#128175;",1
13,",@KiroGx me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga",0
14,"5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.
#crazycats http://t.co/A5ZBVDXapx",0
15,"' when it comes to pussy I have no fucking friends' - hostel iii is really what we're watching right now",1
16,"@A_Brown_30 and I just cleaned the entire fucking weight room. Looked like a tornado went through this bitch.C'mon franklin @Franklin_Probs",1
